Differential1,Differential2,Differential3,Emotion,Local_Timestamp
2466,2004,2134,Positive,2024-11-20 11:13:19.760
2503,2018,2218,Positive,2024-11-20 11:13:19.761
2405,1984,2222,Positive,2024-11-20 11:13:19.798
2780,2102,2322,Positive,2024-11-20 11:13:19.800
2224,1792,1979,Positive,2024-11-20 11:13:19.801
2703,2134,2379,Positive,2024-11-20 11:13:19.806
2302,1847,1990,Positive,2024-11-20 11:13:19.859
2519,1990,2121,Positive,2024-11-20 11:13:19.861
2443,1993,2132,Positive,2024-11-20 11:13:19.862
2427,1990,2119,Positive,2024-11-20 11:13:19.977
2479,2026,2174,Positive,2024-11-20 11:13:19.983
2363,1979,2135,Positive,2024-11-20 11:13:19.989
2815,2109,2285,Positive,2024-11-20 11:13:19.992
2200,1794,1963,Positive,2024-11-20 11:13:19.998
2755,2160,2354,Positive,2024-11-20 11:13:20.005
2241,1831,1961,Positive,2024-11-20 11:13:20.009
2491,2010,2143,Positive,2024-11-20 11:13:20.038
2458,2028,2133,Positive,2024-11-20 11:13:20.042
2390,1995,2105,Positive,2024-11-20 11:13:20.046
2712,2053,2188,Positive,2024-11-20 11:13:20.048
2209,1789,1977,Positive,2024-11-20 11:13:20.054
2773,2114,2294,Positive,2024-11-20 11:13:20.063
2208,1763,1919,Positive,2024-11-20 11:13:20.070
2547,1984,2164,Positive,2024-11-20 11:13:20.099
2416,2032,2152,Positive,2024-11-20 11:13:20.225
2504,1989,2197,Positive,2024-11-20 11:13:20.229
2481,2018,2129,Positive,2024-11-20 11:13:20.230
2410,2005,2107,Positive,2024-11-20 11:13:20.231
2716,2048,2222,Positive,2024-11-20 11:13:20.232
2255,1837,2013,Positive,2024-11-20 11:13:20.277
2680,2145,2381,Positive,2024-11-20 11:13:20.280
2188,1741,1917,Positive,2024-11-20 11:13:20.282
2544,2005,2170,Positive,2024-11-20 11:13:20.284
2415,2023,2132,Positive,2024-11-20 11:13:20.286
2446,2009,2134,Positive,2024-11-20 11:13:20.289
2659,2059,2207,Positive,2024-11-20 11:13:20.290
2192,1790,1973,Positive,2024-11-20 11:13:20.339
2734,2115,2371,Positive,2024-11-20 11:13:20.342
2184,1728,1953,Positive,2024-11-20 11:13:20.343
2603,2047,2238,Positive,2024-11-20 11:13:20.462
2129,1754,1904,Positive,2024-11-20 11:13:20.464
2536,2016,2183,Positive,2024-11-20 11:13:20.476
2468,1999,2147,Positive,2024-11-20 11:13:20.478
2388,1986,2108,Positive,2024-11-20 11:13:20.518
2690,2051,2199,Positive,2024-11-20 11:13:20.579
2243,1834,2010,Positive,2024-11-20 11:13:20.581
2819,2130,2312,Positive,2024-11-20 11:13:20.583
2144,1735,2001,Positive,2024-11-20 11:13:20.584
2617,2039,2178,Positive,2024-11-20 11:13:20.585
2402,2004,2122,Positive,2024-11-20 11:13:20.588
2463,1993,2137,Positive,2024-11-20 11:13:20.591
2569,2063,2193,Positive,2024-11-20 11:13:20.592
2288,1866,2035,Positive,2024-11-20 11:13:20.595
2842,2074,2402,Positive,2024-11-20 11:13:20.597
2154,1657,1911,Positive,2024-11-20 11:13:20.698
2789,2109,2220,Positive,2024-11-20 11:13:20.700
2157,1747,1919,Positive,2024-11-20 11:13:20.778
2724,2049,2192,Positive,2024-11-20 11:13:20.782
2420,2025,2127,Positive,2024-11-20 11:13:20.785
2430,2009,2116,Positive,2024-11-20 11:13:20.788
2573,2199,2151,Positive,2024-11-20 11:13:20.818
2303,1891,2075,Positive,2024-11-20 11:13:20.821
2781,2084,2298,Positive,2024-11-20 11:13:20.823
2191,1763,1901,Positive,2024-11-20 11:13:20.825
2720,2078,2302,Positive,2024-11-20 11:13:20.827
2433,2019,2134,Positive,2024-11-20 11:13:20.828
2432,1991,2112,Positive,2024-11-20 11:13:20.830
2506,2021,2140,Positive,2024-11-20 11:13:20.832
2336,1942,2112,Positive,2024-11-20 11:13:20.833
2819,2079,2113,Positive,2024-11-20 11:13:20.835
2178,1797,1983,Positive,2024-11-20 11:13:21.099
2767,2129,2323,Positive,2024-11-20 11:13:21.106
2199,1754,1920,Positive,2024-11-20 11:13:21.108
2788,2083,2265,Positive,2024-11-20 11:13:21.110
2457,2028,2134,Positive,2024-11-20 11:13:21.112
2457,1994,2123,Positive,2024-11-20 11:13:21.113
2523,2026,2144,Positive,2024-11-20 11:13:21.115
2365,1971,2138,Positive,2024-11-20 11:13:21.301
2786,2141,2306,Positive,2024-11-20 11:13:21.304
2192,1760,1950,Positive,2024-11-20 11:13:21.542
2782,2087,2351,Positive,2024-11-20 11:13:21.545
2403,1967,2119,Positive,2024-11-20 11:13:21.546
2454,2003,2133,Positive,2024-11-20 11:13:21.547
2451,2024,2138,Positive,2024-11-20 11:13:21.549
2384,1968,2135,Positive,2024-11-20 11:13:21.550
2853,2057,2274,Positive,2024-11-20 11:13:21.551
2377,1936,2116,Positive,2024-11-20 11:13:21.552
2863,2103,2273,Positive,2024-11-20 11:13:21.816
2176,1787,1961,Positive,2024-11-20 11:13:21.818
2810,2150,2348,Positive,2024-11-20 11:13:21.830
2327,1911,2053,Positive,2024-11-20 11:13:21.831
2418,2019,2126,Positive,2024-11-20 11:13:21.832
2461,2024,2152,Positive,2024-11-20 11:13:21.834
2384,1946,2126,Positive,2024-11-20 11:13:21.839
2755,2077,2254,Positive,2024-11-20 11:13:21.841
2214,1798,1968,Positive,2024-11-20 11:13:21.845
2756,2123,2362,Positive,2024-11-20 11:13:21.846
2223,1755,1973,Positive,2024-11-20 11:13:22.443
2511,1986,2135,Positive,2024-11-20 11:13:22.444
2445,2025,2155,Positive,2024-11-20 11:13:22.446
2413,2028,2108,Positive,2024-11-20 11:13:22.447
2434,2013,2227,Positive,2024-11-20 11:13:22.447
2404,2000,2103,Positive,2024-11-20 11:13:22.448
2755,2079,2242,Positive,2024-11-20 11:13:22.449
2233,1825,2003,Positive,2024-11-20 11:13:22.454
2669,2139,2482,Positive,2024-11-20 11:13:22.456
2192,1761,1926,Positive,2024-11-20 11:13:22.457
2528,2064,2152,Positive,2024-11-20 11:13:22.459
2444,2011,2146,Positive,2024-11-20 11:13:22.461
2370,2024,2155,Positive,2024-11-20 11:13:22.463
2750,2064,2200,Positive,2024-11-20 11:13:22.464
2172,1851,2000,Positive,2024-11-20 11:13:22.466
2734,2255,2394,Positive,2024-11-20 11:13:22.467
2151,1741,1898,Positive,2024-11-20 11:13:22.468
2526,2060,2179,Positive,2024-11-20 11:13:22.588
2464,2021,2107,Positive,2024-11-20 11:13:22.590
2544,1997,2190,Positive,2024-11-20 11:13:22.590
2405,2010,2137,Positive,2024-11-20 11:13:22.910
2446,1993,2109,Positive,2024-11-20 11:13:22.914
2657,2027,2204,Positive,2024-11-20 11:13:22.917
2176,1808,1975,Positive,2024-11-20 11:13:22.920
2773,2123,2360,Positive,2024-11-20 11:13:22.921
2149,1723,1898,Positive,2024-11-20 11:13:22.923
2593,2053,2191,Positive,2024-11-20 11:13:22.924
2393,2076,2144,Positive,2024-11-20 11:13:22.926
2462,2004,2099,Positive,2024-11-20 11:13:22.927
2634,2032,2213,Positive,2024-11-20 11:13:22.928
2273,1851,1995,Positive,2024-11-20 11:13:22.930
2793,2101,2320,Positive,2024-11-20 11:13:22.931
2128,1724,1905,Positive,2024-11-20 11:13:22.984
2672,2064,2255,Positive,2024-11-20 11:13:22.986
2444,2008,2138,Positive,2024-11-20 11:13:22.988
2575,2025,2198,Positive,2024-11-20 11:13:23.018
2417,2005,2145,Positive,2024-11-20 11:13:23.026
2433,1956,2109,Positive,2024-11-20 11:13:23.028
2577,2036,2210,Positive,2024-11-20 11:13:23.031
2255,1848,2009,Positive,2024-11-20 11:13:23.032
2817,2104,2295,Positive,2024-11-20 11:13:23.033
2127,1758,1837,Positive,2024-11-20 11:13:23.035
2616,2050,2245,Positive,2024-11-20 11:13:23.039
2458,2005,2131,Positive,2024-11-20 11:13:23.041
2387,2041,2103,Positive,2024-11-20 11:13:23.043
2679,2040,2163,Positive,2024-11-20 11:13:23.044
2287,1883,2069,Positive,2024-11-20 11:13:23.045
2811,2102,2328,Positive,2024-11-20 11:13:23.046
2128,1769,1927,Positive,2024-11-20 11:13:23.048
2748,2081,2311,Positive,2024-11-20 11:13:23.050
2161,1741,1923,Positive,2024-11-20 11:13:23.051
2804,2115,2325,Positive,2024-11-20 11:13:23.054
2450,2020,2149,Positive,2024-11-20 11:13:23.055
2436,1983,2124,Positive,2024-11-20 11:13:23.056
2524,2023,2155,Positive,2024-11-20 11:13:23.058
2352,1943,2117,Positive,2024-11-20 11:13:23.059
2735,2142,2365,Positive,2024-11-20 11:13:23.060
2171,1776,1934,Positive,2024-11-20 11:13:23.062
2751,2087,2259,Positive,2024-11-20 11:13:23.063
2438,1985,2090,Positive,2024-11-20 11:13:23.065
2453,2037,2099,Positive,2024-11-20 11:13:23.066
2494,2031,2144,Positive,2024-11-20 11:13:23.067
2374,1995,2114,Positive,2024-11-20 11:13:23.069
2747,2109,2347,Positive,2024-11-20 11:13:23.071
2192,1781,1950,Positive,2024-11-20 11:13:23.072
2752,2128,2355,Positive,2024-11-20 11:13:23.075
2163,1787,1952,Positive,2024-11-20 11:13:23.077
2746,2133,2385,Positive,2024-11-20 11:13:23.079
2359,1936,2078,Positive,2024-11-20 11:13:23.080
2502,2004,2129,Positive,2024-11-20 11:13:23.082
2453,2122,2180,Positive,2024-11-20 11:13:23.084
2411,1979,2120,Positive,2024-11-20 11:13:23.086
2790,2119,2288,Positive,2024-11-20 11:13:23.088
2197,1778,1953,Positive,2024-11-20 11:13:23.089
2632,2155,2416,Positive,2024-11-20 11:13:23.092
2284,1835,1988,Positive,2024-11-20 11:13:23.093
2488,2001,2146,Positive,2024-11-20 11:13:23.095
2401,2038,2127,Positive,2024-11-20 11:13:23.097
2367,1999,2092,Positive,2024-11-20 11:13:23.098
2770,2067,2246,Positive,2024-11-20 11:13:23.100
2432,1986,2115,Positive,2024-11-20 11:13:23.101
2756,2087,2324,Positive,2024-11-20 11:13:23.105
2248,1808,1887,Positive,2024-11-20 11:13:23.107
2642,2157,2409,Positive,2024-11-20 11:13:23.110
2222,1805,1937,Positive,2024-11-20 11:13:23.113
2546,2050,2156,Positive,2024-11-20 11:13:23.114
2472,2011,2132,Positive,2024-11-20 11:13:23.117
2377,1936,2110,Positive,2024-11-20 11:13:23.121
2695,2077,2271,Positive,2024-11-20 11:13:23.127
2250,1793,1984,Positive,2024-11-20 11:13:23.128
2639,2210,2470,Positive,2024-11-20 11:13:23.130
2160,1719,1891,Positive,2024-11-20 11:13:23.134
2589,2022,2173,Positive,2024-11-20 11:13:23.140
2450,2037,2132,Positive,2024-11-20 11:13:23.145
2437,1977,2112,Positive,2024-11-20 11:13:23.148
2719,2063,2233,Positive,2024-11-20 11:13:23.151
2429,1983,2113,Positive,2024-11-20 11:13:23.158
2750,2085,2279,Positive,2024-11-20 11:13:23.161
2224,1789,1968,Positive,2024-11-20 11:13:23.163
2682,2188,2462,Positive,2024-11-20 11:13:23.168
2157,1729,1894,Positive,2024-11-20 11:13:23.172
2503,2003,2181,Positive,2024-11-20 11:13:23.176
2464,2018,2131,Positive,2024-11-20 11:13:23.178
2425,1991,2116,Positive,2024-11-20 11:13:23.179
2744,1859,2282,Positive,2024-11-20 11:13:23.182
2217,1810,1955,Positive,2024-11-20 11:13:23.193
2634,2205,2452,Positive,2024-11-20 11:13:23.200
2139,1724,1890,Positive,2024-11-20 11:13:23.210
2673,2124,2237,Positive,2024-11-20 11:13:23.211
2442,2036,2119,Positive,2024-11-20 11:13:23.215
2405,1979,2123,Positive,2024-11-20 11:13:23.277
2428,1988,2118,Positive,2024-11-20 11:13:23.309
2375,1998,2113,Positive,2024-11-20 11:13:23.310
2706,2058,2217,Positive,2024-11-20 11:13:23.311
2242,1812,2001,Positive,2024-11-20 11:13:23.313
2700,2148,2367,Positive,2024-11-20 11:13:23.315
2140,1695,1872,Positive,2024-11-20 11:13:23.317
2681,2039,2235,Positive,2024-11-20 11:13:23.338
2451,2021,2150,Positive,2024-11-20 11:13:23.340
2431,2011,2110,Positive,2024-11-20 11:13:23.342
2601,2036,2196,Positive,2024-11-20 11:13:23.348
2255,1870,2055,Positive,2024-11-20 11:13:23.350
2760,2099,2327,Positive,2024-11-20 11:13:23.352
2177,1761,1831,Positive,2024-11-20 11:13:23.400
2722,2027,2291,Positive,2024-11-20 11:13:23.401
2415,2026,2134,Positive,2024-11-20 11:13:23.518
2664,2051,2200,Positive,2024-11-20 11:13:23.520
2427,2027,2129,Positive,2024-11-20 11:13:23.522
2410,1992,2102,Positive,2024-11-20 11:13:23.524
2530,2049,2162,Positive,2024-11-20 11:13:23.579
2303,1910,2099,Positive,2024-11-20 11:13:23.582
2788,2128,2320,Positive,2024-11-20 11:13:23.584
2139,1754,1920,Positive,2024-11-20 11:13:23.586
2825,2080,2278,Positive,2024-11-20 11:13:23.588
2459,2027,2147,Positive,2024-11-20 11:13:23.590
2392,1992,2147,Positive,2024-11-20 11:13:23.592
2466,2037,2153,Positive,2024-11-20 11:13:23.595
2345,1915,2070,Positive,2024-11-20 11:13:23.641
2776,2153,2346,Positive,2024-11-20 11:13:23.644
2183,1775,1957,Positive,2024-11-20 11:13:23.646
2809,2133,2362,Positive,2024-11-20 11:13:23.758
2160,1744,1919,Positive,2024-11-20 11:13:23.759
2810,2090,2342,Positive,2024-11-20 11:13:23.761
2411,1999,2135,Positive,2024-11-20 11:13:23.762
2442,1994,2130,Positive,2024-11-20 11:13:23.830
2516,2014,2135,Positive,2024-11-20 11:13:23.832
2333,1937,2131,Positive,2024-11-20 11:13:23.835
2780,2085,2337,Positive,2024-11-20 11:13:23.837
2206,1776,1953,Positive,2024-11-20 11:13:23.840
2729,2106,2368,Positive,2024-11-20 11:13:23.842
2384,1909,2057,Positive,2024-11-20 11:13:23.844
2467,1991,2132,Positive,2024-11-20 11:13:23.879
2475,2001,2143,Positive,2024-11-20 11:13:23.882
2410,1984,2112,Positive,2024-11-20 11:13:23.883
2828,2011,2262,Positive,2024-11-20 11:13:23.886
2224,1799,1962,Positive,2024-11-20 11:13:23.889
2748,2105,2359,Positive,2024-11-20 11:13:23.998
2176,1792,1956,Positive,2024-11-20 11:13:24.061
2807,2022,2310,Positive,2024-11-20 11:13:24.077
2339,1951,2099,Positive,2024-11-20 11:13:24.079
2439,1997,2127,Positive,2024-11-20 11:13:24.080
2409,2022,2136,Positive,2024-11-20 11:13:24.083
2384,1977,2106,Positive,2024-11-20 11:13:24.085
2805,2083,2282,Positive,2024-11-20 11:13:24.087
2192,1874,2000,Positive,2024-11-20 11:13:24.129
2768,2118,2377,Positive,2024-11-20 11:13:24.131
2314,1861,1984,Positive,2024-11-20 11:13:24.133
2461,2009,2139,Positive,2024-11-20 11:13:24.134
2422,1996,2145,Positive,2024-11-20 11:13:24.137
2405,2001,2112,Positive,2024-11-20 11:13:24.140
2731,2068,2234,Positive,2024-11-20 11:13:24.142
2224,1783,1941,Positive,2024-11-20 11:13:24.298
2787,2081,2250,Positive,2024-11-20 11:13:24.301
2213,1803,1968,Positive,2024-11-20 11:13:24.302
2685,2120,2396,Positive,2024-11-20 11:13:24.307
2206,1779,1942,Positive,2024-11-20 11:13:24.309
2501,2008,2127,Positive,2024-11-20 11:13:24.310
2471,2005,2137,Positive,2024-11-20 11:13:24.313
2433,2009,2124,Positive,2024-11-20 11:13:24.391
2766,2089,2246,Positive,2024-11-20 11:13:24.394
2220,1808,1984,Positive,2024-11-20 11:13:24.394
2696,2137,2386,Positive,2024-11-20 11:13:24.422
2167,1742,1905,Positive,2024-11-20 11:13:24.425
2621,2025,2154,Positive,2024-11-20 11:13:24.426
2465,2020,2127,Positive,2024-11-20 11:13:24.427
2407,1998,2104,Positive,2024-11-20 11:13:24.435
2682,2066,2228,Positive,2024-11-20 11:13:24.755
2342,2009,2117,Positive,2024-11-20 11:13:24.757
2713,2054,2219,Positive,2024-11-20 11:13:24.760
2224,1808,1973,Positive,2024-11-20 11:13:24.972
2751,2135,2349,Positive,2024-11-20 11:13:25.110
2115,1725,1919,Positive,2024-11-20 11:13:25.280
2636,2052,2205,Positive,2024-11-20 11:13:25.281
2403,2030,2157,Positive,2024-11-20 11:13:25.326
2376,2018,2116,Positive,2024-11-20 11:13:25.358
2653,2032,2190,Positive,2024-11-20 11:13:25.360
2256,1834,2017,Positive,2024-11-20 11:13:25.363
2804,2126,2329,Positive,2024-11-20 11:13:25.366
2118,1665,1890,Positive,2024-11-20 11:13:25.368
2591,2050,2217,Positive,2024-11-20 11:13:25.379
2486,2020,2129,Positive,2024-11-20 11:13:25.380
2459,2002,2120,Positive,2024-11-20 11:13:25.397
2423,2010,2140,Positive,2024-11-20 11:13:25.403
2397,2007,2094,Positive,2024-11-20 11:13:25.407
2589,2041,2187,Positive,2024-11-20 11:13:25.408
2305,1879,2067,Positive,2024-11-20 11:13:25.412
2767,2139,2347,Positive,2024-11-20 11:13:25.415
2169,1748,1913,Positive,2024-11-20 11:13:25.417
2714,2068,2251,Positive,2024-11-20 11:13:25.424
2376,2011,2126,Positive,2024-11-20 11:13:25.427
2431,2029,2113,Positive,2024-11-20 11:13:25.430
2526,2065,2158,Positive,2024-11-20 11:13:25.432
2293,1901,2089,Positive,2024-11-20 11:13:25.434
2799,2102,2348,Positive,2024-11-20 11:13:25.440
2171,1771,1936,Positive,2024-11-20 11:13:25.443
2774,2089,2453,Positive,2024-11-20 11:13:25.444
2432,2032,2130,Positive,2024-11-20 11:13:25.446
2391,1869,2109,Positive,2024-11-20 11:13:25.447
2480,2040,2131,Positive,2024-11-20 11:13:25.448
2478,2016,2114,Positive,2024-11-20 11:13:25.449
2603,2033,2165,Positive,2024-11-20 11:13:25.451
2286,1902,2075,Positive,2024-11-20 11:13:25.452
2774,2104,2313,Positive,2024-11-20 11:13:25.453
2153,1785,1930,Positive,2024-11-20 11:13:25.454
2752,2089,2290,Positive,2024-11-20 11:13:25.455
2438,2014,2140,Positive,2024-11-20 11:13:25.456
2430,1992,2137,Positive,2024-11-20 11:13:25.457
2555,2029,2139,Positive,2024-11-20 11:13:25.458
2353,1941,2113,Positive,2024-11-20 11:13:25.459
2879,2079,2280,Positive,2024-11-20 11:13:25.460
2189,1769,1947,Positive,2024-11-20 11:13:25.461
2725,2210,2330,Positive,2024-11-20 11:13:25.462
2333,1936,2094,Positive,2024-11-20 11:13:25.464
2805,2066,2294,Positive,2024-11-20 11:13:25.465
2391,2006,2140,Positive,2024-11-20 11:13:25.465
2399,2020,2120,Positive,2024-11-20 11:13:25.467
2491,2103,2149,Positive,2024-11-20 11:13:25.468
2355,1941,2127,Positive,2024-11-20 11:13:25.469
2773,2097,2357,Positive,2024-11-20 11:13:25.471
2183,1808,1968,Positive,2024-11-20 11:13:25.472
2812,2103,2362,Positive,2024-11-20 11:13:25.473
2352,1918,2045,Positive,2024-11-20 11:13:25.474
2459,2000,2088,Positive,2024-11-20 11:13:25.475
2455,2016,2123,Positive,2024-11-20 11:13:25.476
2429,1998,2106,Positive,2024-11-20 11:13:25.476
2735,2078,2248,Positive,2024-11-20 11:13:25.477
2235,1823,1971,Positive,2024-11-20 11:13:25.478
2746,2042,2369,Positive,2024-11-20 11:13:25.561
2190,1805,1967,Positive,2024-11-20 11:13:25.564
2702,2156,2400,Positive,2024-11-20 11:13:25.565
2256,1858,2000,Positive,2024-11-20 11:13:25.566
2508,2023,2072,Positive,2024-11-20 11:13:25.567
2519,2035,2151,Positive,2024-11-20 11:13:25.568
2417,1980,2127,Positive,2024-11-20 11:13:25.618
2788,2095,2249,Positive,2024-11-20 11:13:25.621
2240,1811,1968,Positive,2024-11-20 11:13:25.626
2764,2146,2385,Positive,2024-11-20 11:13:25.629
2170,1759,1914,Positive,2024-11-20 11:13:25.630
2519,2056,2160,Positive,2024-11-20 11:13:25.631
2452,2014,2127,Positive,2024-11-20 11:13:25.632
2396,1999,2122,Positive,2024-11-20 11:13:25.696
2730,2060,2255,Positive,2024-11-20 11:13:25.812
2228,1811,1978,Positive,2024-11-20 11:13:25.823
2684,2073,2213,Positive,2024-11-20 11:13:25.858
2225,1805,1975,Positive,2024-11-20 11:13:25.860
2816,2121,2294,Positive,2024-11-20 11:13:25.918
2193,1732,1910,Positive,2024-11-20 11:13:25.920
2523,1994,2159,Positive,2024-11-20 11:13:25.921
2416,1858,2126,Positive,2024-11-20 11:13:25.928
2405,2006,2122,Positive,2024-11-20 11:13:25.930
2708,2060,2181,Positive,2024-11-20 11:13:25.932
2198,1808,1985,Positive,2024-11-20 11:13:25.977
2801,2079,2317,Positive,2024-11-20 11:13:25.978
2125,1707,1918,Positive,2024-11-20 11:13:25.981
2593,2048,2170,Positive,2024-11-20 11:13:25.982
2433,2012,2133,Positive,2024-11-20 11:13:25.985
2449,1971,2098,Positive,2024-11-20 11:13:25.987
2525,2037,2162,Positive,2024-11-20 11:13:25.990
2254,1858,2031,Positive,2024-11-20 11:13:26.079
2634,2041,2233,Positive,2024-11-20 11:13:26.080
2239,1829,2003,Positive,2024-11-20 11:13:26.166
2766,2115,2330,Positive,2024-11-20 11:13:26.167
2160,1733,1856,Positive,2024-11-20 11:13:26.171
2577,2007,2180,Positive,2024-11-20 11:13:26.173
2491,2016,2130,Positive,2024-11-20 11:13:26.182
2414,1993,2084,Positive,2024-11-20 11:13:26.184
2541,2037,2200,Positive,2024-11-20 11:13:26.186
2239,1808,2001,Positive,2024-11-20 11:13:26.191
2791,2089,2345,Positive,2024-11-20 11:13:26.193
2145,1751,1918,Positive,2024-11-20 11:13:26.198
2657,2038,2209,Positive,2024-11-20 11:13:26.200
2465,2013,2151,Positive,2024-11-20 11:13:26.202
2420,2001,2112,Positive,2024-11-20 11:13:26.204
2499,2032,2152,Positive,2024-11-20 11:13:26.351
2448,1999,2123,Positive,2024-11-20 11:13:26.354
2686,1934,2191,Positive,2024-11-20 11:13:26.360
2279,1885,2036,Positive,2024-11-20 11:13:26.364
2767,2108,2349,Positive,2024-11-20 11:13:26.365
2178,1757,1924,Positive,2024-11-20 11:13:26.367
2770,2085,2274,Positive,2024-11-20 11:13:26.368
2583,2020,2142,Positive,2024-11-20 11:13:26.371
2359,1977,2129,Positive,2024-11-20 11:13:26.398
2550,2031,2158,Positive,2024-11-20 11:13:26.401
2313,1909,2091,Positive,2024-11-20 11:13:26.404
2778,2104,2312,Positive,2024-11-20 11:13:26.411
2171,1774,1929,Positive,2024-11-20 11:13:26.414
2697,2100,2306,Positive,2024-11-20 11:13:26.416
2435,1989,2120,Positive,2024-11-20 11:13:26.417
2376,2008,2131,Positive,2024-11-20 11:13:26.578
2355,2007,2138,Positive,2024-11-20 11:13:26.579
2400,1986,2113,Positive,2024-11-20 11:13:26.581
2498,2016,2145,Positive,2024-11-20 11:13:26.583
2345,1890,2112,Positive,2024-11-20 11:13:26.585
2727,1972,2304,Positive,2024-11-20 11:13:26.586
2201,1742,1933,Positive,2024-11-20 11:13:26.638
2760,2085,2359,Positive,2024-11-20 11:13:26.642
2389,1963,2110,Positive,2024-11-20 11:13:26.644
2451,1995,2127,Positive,2024-11-20 11:13:26.646
2489,2031,2147,Positive,2024-11-20 11:13:26.647
2372,1975,2116,Positive,2024-11-20 11:13:26.649
2785,2092,2275,Positive,2024-11-20 11:13:26.651
2224,1802,1979,Positive,2024-11-20 11:13:26.652
2911,2107,2370,Positive,2024-11-20 11:13:26.697
2299,1869,2007,Positive,2024-11-20 11:13:26.822
2766,2111,2385,Positive,2024-11-20 11:13:26.823
2311,1919,2115,Positive,2024-11-20 11:13:26.824
2443,1998,2142,Positive,2024-11-20 11:13:26.826
2447,2035,2167,Positive,2024-11-20 11:13:26.827
2403,1975,2115,Positive,2024-11-20 11:13:26.892
2797,2106,2293,Positive,2024-11-20 11:13:26.900
2214,1792,1970,Positive,2024-11-20 11:13:26.902
2701,2145,2414,Positive,2024-11-20 11:13:26.912
2223,1804,1953,Positive,2024-11-20 11:13:26.914
2487,2013,2127,Positive,2024-11-20 11:13:26.916
2421,2023,2128,Positive,2024-11-20 11:13:26.947
2386,1976,2096,Positive,2024-11-20 11:13:26.950
2796,2065,2276,Positive,2024-11-20 11:13:26.952
2205,1734,1968,Positive,2024-11-20 11:13:26.957
2700,2122,2361,Positive,2024-11-20 11:13:26.959
2142,1745,1904,Positive,2024-11-20 11:13:27.058
2703,2152,2399,Positive,2024-11-20 11:13:27.060
2256,1808,1904,Positive,2024-11-20 11:13:27.117
2500,2001,2122,Positive,2024-11-20 11:13:27.119
2441,2019,2136,Positive,2024-11-20 11:13:27.125
2452,1968,2105,Positive,2024-11-20 11:13:27.127
2692,2070,2225,Positive,2024-11-20 11:13:27.129
2247,1813,1978,Positive,2024-11-20 11:13:27.131
2714,2168,2406,Positive,2024-11-20 11:13:27.133
2139,1729,1895,Positive,2024-11-20 11:13:27.137
2515,2033,2161,Positive,2024-11-20 11:13:27.181
2445,2023,2134,Positive,2024-11-20 11:13:27.182
2397,1993,2117,Positive,2024-11-20 11:13:27.184
2657,2079,2204,Positive,2024-11-20 11:13:27.185
2195,1808,1983,Positive,2024-11-20 11:13:27.187
2688,2142,2378,Positive,2024-11-20 11:13:27.312
2226,1808,1987,Positive,2024-11-20 11:13:27.358
2726,2157,2416,Positive,2024-11-20 11:13:27.360
2129,1731,1904,Positive,2024-11-20 11:13:27.362
2608,2034,2203,Positive,2024-11-20 11:13:27.363
2439,2068,2149,Positive,2024-11-20 11:13:27.419
2437,1996,2108,Positive,2024-11-20 11:13:27.428
